Date,Close,High,Low,Open,Volume,R,r,CMM_VaR,non_par_VaR,GARCH_VaR,one_day_loss,LSTM_MDN_vanilla,LSTM_MDN_reg,LSTM_MDN_3C
2002-07-02,16.463546752929688,17.387242402439167,16.19187055601821,17.332908095781296,3379200,-0.003289443676749775,-0.0032948657903579814,,,,0.003289443676749775,,,
2002-07-03,16.19187355041504,16.789560361427334,15.811527115308854,16.73522449018031,1529400,-0.01650149913573782,-0.01663916544064925,,,,0.01650149913573782,,,
2002-07-04,17.82192611694336,17.82192611694336,15.757189646136757,16.409212262274938,6073950,0.10067102867700803,0.09592001988406462,,,,-0.10067102867700803,,,
2002-07-05,19.614978790283203,19.614978790283203,18.365271362041863,18.365271362041863,19643850,0.10060936520408886,0.09586399478784591,,,,-0.10060936520408886,,,
2002-07-08,21.62538719177246,21.62538719177246,19.995332849587783,19.995332849587783,13011600,0.1024935292045876,0.09757445911945206,,,,-0.1024935292045876,,,
2002-07-09,20.484350204467773,22.87509593407251,19.723658876038407,22.87509593407251,13130550,-0.052763771450011474,-0.054206767536970624,,,,0.052763771450011474,,,
2002-07-10,19.614978790283203,21.6797146270554,19.506308646720495,21.6797146270554,2718750,-0.04244076114237466,-0.04336769158248144,,,,0.04244076114237466,,,
2002-07-11,18.202268600463867,19.777988293635502,18.039264133455493,19.017295599127642,4111950,-0.07202200955318694,-0.07474726366812767,,,,0.07202200955318694,,,
2002-07-12,20.049665451049805,20.049665451049805,18.854292047120474,18.854292047120474,5007450,0.10149267056408882,0.09666623318827128,,,,-0.10149267056408882,,,
2002-07-15,18.310941696166992,21.190705359358514,18.039267022792213,20.212672182494845,8096850,-0.08672083627169812,-0.0907136798135566,,,,0.08672083627169812,,,
2002-07-16,17.55025291442871,19.017301332495464,17.061236256892762,17.658923110043244,5956050,-0.04154285423220562,-0.042430427180041086,,,,0.04154285423220562,,,
2002-07-17,16.952564239501953,17.7675913962961,15.974532584073533,17.387244975247917,2810700,-0.03405584397221854,-0.03464925593570234,,,,0.03405584397221854,,,
2002-07-18,18.636951446533203,18.691285752555324,16.952561532655775,17.115567559803512,5012100,0.0993588452599036,0.09472714192522558,,,,-0.0993588452599036,,,
2002-07-19,18.528282165527344,19.125967333041114,17.930595443472814,19.017297161262178,3774000,-0.005830850679501756,-0.005847916460339775,,,,0.005830850679501756,,,
2002-07-22,16.735225677490234,18.365280166974117,16.680889802388258,17.4959170471302,1683750,-0.09677402751201443,-0.10178251048397513,,,,0.09677402751201443,,,
2002-07-23,17.061233520507812,17.115569386870913,15.757189827742812,16.62655280776643,3225000,0.019480337421208246,0.019293024354192223,,,,-0.019480337421208246,,,
2002-07-24,16.354873657226562,17.6045828144497,16.137533339763557,16.3005393551311,1744650,-0.04140145332588038,-0.04228290834984838,,,,0.04140145332588038,,,
2002-07-25,16.24620246887207,17.33290554185653,15.757186008302039,17.33290554185653,1252500,-0.006644575227670728,-0.006666748694408309,,,,0.006644575227670728,,,
2002-07-26,14.942160606384277,15.322506953652857,14.88782630222627,15.268172649494849,1659900,-0.08026748804752087,-0.08367239909214952,,,,0.08026748804752087,,,
2002-07-29,13.638120651245117,16.08320200574227,13.47511460579563,16.08320200574227,1380000,-0.0872725163041005,-0.09131792739388844,,,,0.0872725163041005,,,
2002-07-30,12.388409614562988,14.12713291190468,12.279738679788247,13.909792596895752,1443750,-0.09163366923052071,-0.09610753376009074,,,,0.09163366923052071,,,
2002-07-31,12.388409614562988,12.823090244580841,11.193036327473335,12.497079772067451,1516200,0.0,0.0,,,,-0.0,,,
2002-08-01,13.638120651245117,13.638120651245117,12.388412040664816,12.388412040664816,2956500,0.10087743911963097,0.09610753376009074,,,,-0.10087743911963097,,,
2002-08-02,14.072798728942871,14.2358031893021,12.931760510995705,13.964128570523194,1076700,0.031872285691949,0.03137490522672337,,,,-0.031872285691949,,,
2002-08-05,14.453146934509277,15.105167969560812,13.746790035933063,13.746790035933063,1203900,0.02702719003464192,0.026668405800089445,,,,-0.02702719003464192,,,
2002-08-06,14.235803604125977,14.561815643425394,13.855458815844347,14.507479785361953,1047000,-0.01503778598308979,-0.015151999950017814,,,,0.01503778598308979,,,
2002-08-07,14.56181526184082,14.670485420579446,14.235803231084375,14.235803231084375,507000,0.022900825747578835,0.022642537741794033,,,,-0.022900825747578835,,,
2002-08-08,13.638120651245117,14.561817948196872,13.47511460579563,14.561817948196872,455250,-0.06343265547505202,-0.06553384881858904,,,,0.06343265547505202,,,
2002-08-09,13.801124572753906,14.127135095661645,13.040433352635853,13.36644387554359,855150,0.011952080911815904,0.01188121886653315,,,,-0.011952080911815904,,,
2002-08-12,14.453146934509277,14.453146934509277,13.692454172408384,14.127134862442741,420000,0.04724414726627347,0.046162092160279666,,,,-0.04724414726627347,,,
2002-08-13,14.01846694946289,14.507481973073697,13.583784683027616,13.583784683027616,285150,-0.030075110079211636,-0.030536643554155862,,,,0.030075110079211636,,,
2002-08-14,13.855460166931152,14.127134820118313,13.692454131386246,13.692454131386246,195000,-0.01162800348421721,-0.011696137406051133,,,,0.01162800348421721,,,
2002-08-15,13.855460166931152,13.855460166931152,13.855460166931152,13.855460166931152,0,0.0,0.0,,,,-0.0,,,
2002-08-16,13.909791946411133,14.127132251256246,13.801121793988576,14.127132251256246,270300,0.003921326237121608,0.0039136578776148845,,,,-0.003921326237121608,,,
2002-08-19,13.801124572753906,14.127135095661645,13.801124572753906,13.801124572753906,390000,-0.007812293244635039,-0.007842969077687556,,,,0.007812293244635039,,,
2002-08-20,14.127131462097168,14.290137458895527,13.58378073033663,13.58378073033663,597600,0.023621762677721383,0.02334708599749602,,,,-0.023621762677721383,,,
2002-08-21,13.964130401611328,14.290140919619454,13.964130401611326,14.290140919619454,272400,-0.011538156979933873,-0.011605238006669794,,,,0.011538156979933873,,,
2002-08-22,13.964130401611328,14.507481264958205,13.312107811054302,14.507481264958205,277650,0.0,0.0,,,,-0.0,,,
2002-08-23,14.127131462097168,14.670483748398102,14.018462870285456,14.398807605247635,1950150,0.01167284004072542,0.011605238006669794,,,,-0.01167284004072542,,,
2002-08-26,14.235803604125977,15.050830593293291,14.018464835494056,14.344475320252858,1635150,0.00769244218618436,0.007663006212765833,,,,-0.00769244218618436,,,
2002-08-27,13.692456245422363,15.213840445418294,13.583786056461298,15.213840445418294,252000,-0.038167663295532846,-0.03891512967602262,,,,0.038167663295532846,,,
2002-08-28,13.583786964416504,13.583786964416504,13.583786964416504,13.583786964416504,150000,-0.00793643441746907,-0.007968095541988518,,,,0.00793643441746907,,,
2002-08-29,13.475113868713379,14.018466287463314,13.312107832180244,13.312107832180244,600000,-0.008000206127186793,-0.008032379486788699,,,,0.008000206127186793,,,
2002-08-30,13.964130401611328,14.39881109228883,13.203439192925698,13.583784019998127,1147500,0.036290345125272114,0.03564736048536421,,,,-0.036290345125272114,,,
2002-09-02,14.072798728942871,14.942159996300278,13.855458412103518,14.887825694360725,2115000,0.007781961655056134,0.007751838369363995,,,,-0.007781961655056134,,,
2002-09-03,13.692456245422363,14.127137001266627,13.692456245422363,13.692456245422363,405000,-0.027026783431377804,-0.027398723825950988,,,,0.027026783431377804,,,
2002-09-04,12.388409614562988,13.366441809373436,12.334074535810757,13.366441809373436,187500,-0.09523832740348114,-0.10008371516086312,,,,0.09523832740348114,,,
2002-09-05,12.551417350769043,12.551417350769043,12.062401544598425,12.062401544598425,150000,0.01315808415104661,0.01307226852161536,,,,-0.01315808415104661,,,
2002-09-06,13.31210708618164,13.855459474482593,13.203438473970275,13.475113113580065,1282500,0.060605883316117215,0.058840332863829836,,,,-0.060605883316117215,,,
2002-09-09,12.551417350769043,12.877428665486555,12.49708226119453,12.877428665486555,1155000,-0.05714269953568928,-0.058840332863829836,,,,0.05714269953568928,,,
2002-09-10,12.551417350769043,12.551417350769043,12.551417350769043,12.551417350769043,0,0.0,0.0,,,,-0.0,,,
2002-09-11,12.768758773803711,13.040435021600723,12.497083303277194,13.040435021600723,712500,0.017316086061097406,0.017167871197314,,,,-0.017316086061097406,,,
2002-09-12,13.583786964416504,13.583786964416504,12.714425394618896,12.823094813573043,1154700,0.06382986827857526,0.06187547989994524,,,,-0.06382986827857526,,,
2002-09-13,13.964130401611328,14.127134883345004,13.25777350199,13.366443674659376,635400,0.027999808756656395,0.02761498099857551,,,,-0.027999808756656395,,,
2002-09-16,14.01846694946289,14.561817839330924,13.583784683027616,14.12713557289565,1455750,0.0038911515639593695,0.0038836006152975777,,,,-0.0038911515639593695,,,
2002-09-17,14.616151809692383,14.779157850116269,14.127135242961533,14.127135242961533,1317600,0.04263553656645687,0.041751677335032156,,,,-0.04263553656645687,,,
