Company,Model,proportion_overshoots,LRuc,LRcci,LRcc
DRREDDY.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
DRREDDY.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
DRREDDY.NS,LSTM_MDN_3C,0.010080645161290322,0.0003249754513958066,0.10204258720434393,0.10236756265573974
EICHERMOT.NS,historical,0.9798387096774194,inf,0.41240035719514584,inf
EICHERMOT.NS,CMM,0.9818548387096774,inf,0.33335238792103744,inf
EICHERMOT.NS,GARCH,0.9798387096774194,inf,0.41240035719514584,inf
EICHERMOT.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
EICHERMOT.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
EICHERMOT.NS,LSTM_MDN_3C,0.3709677419354839,1046.7810666982978,13.249860966609345,1060.030927664907
DIVISLAB.NS,historical,0.9919354838709677,inf,0.06517383700743783,inf
DIVISLAB.NS,CMM,0.9899193548387096,inf,0.10204258720440236,inf
DIVISLAB.NS,GARCH,0.9879032258064516,inf,0.1472429585389323,inf
DIVISLAB.NS,LSTM_MDN_vanilla,0.012096774193548387,0.2064489704759082,3.695876219061886,3.902325189537794
DIVISLAB.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
DIVISLAB.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
HINDALCO.NS,historical,0.9838709677419355,inf,0.26284549777528127,inf
HINDALCO.NS,CMM,0.9858870967741935,inf,0.20082655940236416,inf
HINDALCO.NS,GARCH,0.9838709677419355,inf,0.26284549777528127,inf
HINDALCO.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
HINDALCO.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
HINDALCO.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
BRITANNIA.NS,historical,0.9798387096774194,inf,1.7378148169399112,inf
BRITANNIA.NS,CMM,0.9798387096774194,inf,1.7378148169399112,inf
BRITANNIA.NS,GARCH,0.9838709677419355,inf,0.26284549777528127,inf
BRITANNIA.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
BRITANNIA.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
BRITANNIA.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
BPCL.NS,historical,1.0,inf,-0.0,inf
BPCL.NS,CMM,0.9899193548387096,inf,0.10204258720440236,inf
BPCL.NS,GARCH,0.9939516129032258,inf,0.03658559256587064,inf
BPCL.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
BPCL.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
BPCL.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
UPL.NS,historical,0.9979838709677419,inf,0.004048585760973479,inf
UPL.NS,CMM,0.9919354838709677,inf,0.06517383700743783,inf
UPL.NS,GARCH,0.9858870967741935,inf,0.20082655940236416,inf
UPL.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
UPL.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
UPL.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
INDUSINDBK.NS,historical,0.9939516129032258,inf,0.03658559256587064,inf
INDUSINDBK.NS,CMM,0.9879032258064516,inf,0.1472429585389323,inf
INDUSINDBK.NS,GARCH,0.9858870967741935,inf,0.20082655940236416,inf
INDUSINDBK.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
INDUSINDBK.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
INDUSINDBK.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
HEROMOTOCO.NS,historical,0.9919354838709677,inf,0.06517383700743783,inf
HEROMOTOCO.NS,CMM,0.9879032258064516,inf,3.695876219061896,inf
HEROMOTOCO.NS,GARCH,0.9879032258064516,inf,0.1472429585389323,inf
HEROMOTOCO.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
HEROMOTOCO.NS,LSTM_MDN_reg,0.006048387096774193,0.9110522944538552,0.036585592565904115,0.9476378870197593
HEROMOTOCO.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
APOLLOHOSP.NS,historical,0.9798387096774194,inf,1.7378148169399112,inf
APOLLOHOSP.NS,CMM,0.9798387096774194,inf,1.7378148169399112,inf
APOLLOHOSP.NS,GARCH,0.9818548387096774,inf,2.112524891926282,inf
APOLLOHOSP.NS,LSTM_MDN_vanilla,0.004032258064516129,2.304772959990861,0.016227225037713313,2.321000185028574
APOLLOHOSP.NS,LSTM_MDN_reg,0.028225806451612902,11.141700833319847,3.669851515738206,14.811552349058053
APOLLOHOSP.NS,LSTM_MDN_3C,0.01814516129032258,2.6780694324623426,0.3333523879210713,3.011421820383414
SHREECEM.NS,historical,0.9818548387096774,inf,7.1697805117849684,inf
SHREECEM.NS,CMM,0.9858870967741935,inf,9.388462943418341,inf
SHREECEM.NS,GARCH,0.9818548387096774,inf,7.1697805117849684,inf
SHREECEM.NS,LSTM_MDN_vanilla,0.006048387096774193,0.9110522944538552,0.036585592565904115,0.9476378870197593
SHREECEM.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
SHREECEM.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
BAJAJ-AUTO.NS,historical,0.9899193548387096,inf,0.10204258720440236,inf
BAJAJ-AUTO.NS,CMM,0.9899193548387096,inf,0.10204258720440236,inf
BAJAJ-AUTO.NS,GARCH,0.9858870967741935,inf,0.20082655940236416,inf
BAJAJ-AUTO.NS,LSTM_MDN_vanilla,0.0020161290322580645,4.749038498817935,0.004048585761022205,4.753087084578957
BAJAJ-AUTO.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
BAJAJ-AUTO.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
HAVELLS.NS,historical,0.9939516129032258,inf,0.03658559256587064,inf
HAVELLS.NS,CMM,0.9879032258064516,inf,0.1472429585389323,inf
HAVELLS.NS,GARCH,0.9919354838709677,inf,0.06517383700743783,inf
HAVELLS.NS,LSTM_MDN_vanilla,0.004032258064516129,2.304772959990861,0.016227225037713313,2.321000185028574
HAVELLS.NS,LSTM_MDN_reg,0.0020161290322580645,4.749038498817935,0.004048585761022205,4.753087084578957
HAVELLS.NS,LSTM_MDN_3C,0.0020161290322580645,4.749038498817935,0.004048585761022205,4.753087084578957
DABUR.NS,historical,0.9939516129032258,inf,0.03658559256587064,inf
DABUR.NS,CMM,0.9858870967741935,inf,0.20082655940236416,inf
DABUR.NS,GARCH,0.9858870967741935,inf,0.20082655940236416,inf
DABUR.NS,LSTM_MDN_vanilla,0.0,9.969933166673494,-0.0,9.969933166673494
DABUR.NS,LSTM_MDN_reg,0.0,9.969933166673494,-0.0,9.969933166673494
DABUR.NS,LSTM_MDN_3C,0.0,9.969933166673494,-0.0,9.969933166673494
PIDILITIND.NS,historical,0.9858870967741935,inf,0.20082655940236416,inf
PIDILITIND.NS,CMM,0.9818548387096774,inf,0.33335238792103744,inf
PIDILITIND.NS,GARCH,0.9838709677419355,inf,0.26284549777528127,inf
PIDILITIND.NS,LSTM_MDN_vanilla,,,,
PIDILITIND.NS,LSTM_MDN_reg,,,,
PIDILITIND.NS,LSTM_MDN_3C,,,,
